id,original,surface,pronunciation,type,field,era,birth_year,death_year,nobel,gender,country,status,description,image,image_page
37,レオ・ジェームス・レインウォーター,レオ・ジェームス・レインウォーター,レオ・ジェームス・レインウォーター,full,物理,現代,1917,1986,yes,男性,アメリカ合衆国,物故,1975年には特定の核子における非対称性の測定実績が評価され、ノーベル物理学賞を受賞。,http://commons.wikimedia.org/wiki/Special:FilePath/James%20Rainwater%202.jpg,https://commons.wikimedia.org/wiki/File:James_Rainwater_2.jpg
38,バートン・リヒター,リヒター,リヒター,family,物理,現代,1931,2018,yes,男性,アメリカ合衆国,物故,新種の重い素粒子ジェイプサイ中間子の発見につながる先駆的研究で、1976年ノーベル物理学賞を受賞。,http://commons.wikimedia.org/wiki/Special:FilePath/Burton%20Richter%20NSF%20crop.jpg,https://commons.wikimedia.org/wiki/File:Burton_Richter_NSF_crop.jpg
38,バートン・リヒター,バートン・リヒター,バートン・リヒター,full,物理,現代,1931,2018,yes,男性,アメリカ合衆国,物故,新種の重い素粒子ジェイプサイ中間子の発見につながる先駆的研究で、1976年ノーベル物理学賞を受賞。,http://commons.wikimedia.org/wiki/Special:FilePath/Burton%20Richter%20NSF%20crop.jpg,https://commons.wikimedia.org/wiki/File:Burton_Richter_NSF_crop.jpg
39,サミュエル・ティン,ティン,ティン,family,物理,現代,1936,NA,yes,男性,アメリカ合衆国,存命,バートン・リヒターと共にジェイプサイ中間子の発見により1976年にノーベル物理学賞を受賞。,http://commons.wikimedia.org/wiki/Special:FilePath/Samuel%20Ting%202023.jpg,https://commons.wikimedia.org/wiki/File:Samuel_Ting_2023.jpg
39,サミュエル・ティン,サミュエル・ティン,サミュエル・ティン,full,物理,現代,1936,NA,yes,男性,アメリカ合衆国,存命,バートン・リヒターと共にジェイプサイ中間子の発見により1976年にノーベル物理学賞を受賞。,http://commons.wikimedia.org/wiki/Special:FilePath/Samuel%20Ting%202023.jpg,https://commons.wikimedia.org/wiki/File:Samuel_Ting_2023.jpg
40,ジョン・ヴァン・ヴレック,ヴレック,ヴレック,family,物理/数学,近代,1899,1980,yes,男性,アメリカ合衆国,物故,磁性体と無秩序系の電子構造に関する基礎理論研究で、1977年ノーベル物理学賞を受賞。,http://commons.wikimedia.org/wiki/Special:FilePath/JH%20van%20Vleck%201974.jpg,https://commons.wikimedia.org/wiki/File:JH_van_Vleck_1974.jpg
40,ジョン・ヴァン・ヴレック,ジョン・ヴァン・ヴレック,ジョン・ヴァン・ヴレック,full,物理/数学,近代,1899,1980,yes,男性,アメリカ合衆国,物故,磁性体と無秩序系の電子構造に関する基礎理論研究で、1977年ノーベル物理学賞を受賞。,http://commons.wikimedia.org/wiki/Special:FilePath/JH%20van%20Vleck%201974.jpg,https://commons.wikimedia.org/wiki/File:JH_van_Vleck_1974.jpg
41,ピョートル・カピッツァ,カピッツァ,カピッツァ,family,物理,近代,1894,1984,yes,男性,ソビエト連邦/ロシア帝国/ロシア社会主義連邦ソビエト共和国,物故,1978年に低温物理学における基礎的発明および諸発見によりノーベル物理学賞を受賞。,http://commons.wikimedia.org/wiki/Special:FilePath/Pyotr%20Kapitsa%201930s.jpg,https://commons.wikimedia.org/wiki/File:Pyotr_Kapitsa_1930s.jpg
41,ピョートル・カピッツァ,ピョートル・カピッツァ,ピョートル・カピッツァ,full,物理,近代,1894,1984,yes,男性,ソビエト連邦/ロシア帝国/ロシア社会主義連邦ソビエト共和国,物故,1978年に低温物理学における基礎的発明および諸発見によりノーベル物理学賞を受賞。,http://commons.wikimedia.org/wiki/Special:FilePath/Pyotr%20Kapitsa%201930s.jpg,https://commons.wikimedia.org/wiki/File:Pyotr_Kapitsa_1930s.jpg
42,アーノ・ペンジアス,ペンジアス,ペンジアス,family,物理/天文学,現代,1933,2024,yes,男性,アメリカ合衆国/ドイツ/無国籍,物故,宇宙マイクロ波背景放射の発見により、1978年ノーベル物理学賞を受賞。,http://commons.wikimedia.org/wiki/Special:FilePath/32.%20Tagung%201982%20Physiker%3B%20Beim%20Studentenabend%20Arno%20A.%20Penzias%20-%20W134Nr.119142%20-%20Willy%20Pragher%20%28cropped%29.jpg,https://commons.wikimedia.org/wiki/File:32._Tagung_1982_Physiker%3B_Beim_Studentenabend_Arno_A._Penzias_-_W134Nr.119142_-_Willy_Pragher_%28cropped%29.jpg
42,アーノ・ペンジアス,アーノ・ペンジアス,アーノ・ペンジアス,full,物理/天文学,現代,1933,2024,yes,男性,アメリカ合衆国/ドイツ/無国籍,物故,宇宙マイクロ波背景放射の発見により、1978年ノーベル物理学賞を受賞。,http://commons.wikimedia.org/wiki/Special:FilePath/32.%20Tagung%201982%20Physiker%3B%20Beim%20Studentenabend%20Arno%20A.%20Penzias%20-%20W134Nr.119142%20-%20Willy%20Pragher%20%28cropped%29.jpg,https://commons.wikimedia.org/wiki/File:32._Tagung_1982_Physiker%3B_Beim_Studentenabend_Arno_A._Penzias_-_W134Nr.119142_-_Willy_Pragher_%28cropped%29.jpg
45,ジェイムズ・クローニン,クローニン,クローニン,family,物理,現代,1931,2016,yes,男性,アメリカ合衆国,物故,1980年に、ヴァル・フィッチと共に中性K中間子崩壊におけるCP対称性の破れの発見によりノーベル物理学賞を受賞。,http://commons.wikimedia.org/wiki/Special:FilePath/James-cronin.jpg,https://commons.wikimedia.org/wiki/File:James-cronin.jpg
45,ジェイムズ・クローニン,ジェイムズ・クローニン,ジェイムズ・クローニン,full,物理,現代,1931,2016,yes,男性,アメリカ合衆国,物故,1980年に、ヴァル・フィッチと共に中性K中間子崩壊におけるCP対称性の破れの発見によりノーベル物理学賞を受賞。,http://commons.wikimedia.org/wiki/Special:FilePath/James-cronin.jpg,https://commons.wikimedia.org/wiki/File:James-cronin.jpg
46,ヴァル・フィッチ,フィッチ,フィッチ,family,物理,現代,1923,2015,yes,男性,アメリカ合衆国,物故,1980年に、ジェイムズ・クローニンと共にノーベル物理学賞を受賞した。ネブラスカ州に生まれた。,http://commons.wikimedia.org/wiki/Special:FilePath/Val%20Fitch.jpg,https://commons.wikimedia.org/wiki/File:Val_Fitch.jpg
46,ヴァル・フィッチ,ヴァル・フィッチ,ヴァル・フィッチ,full,物理,現代,1923,2015,yes,男性,アメリカ合衆国,物故,1980年に、ジェイムズ・クローニンと共にノーベル物理学賞を受賞した。ネブラスカ州に生まれた。,http://commons.wikimedia.org/wiki/Special:FilePath/Val%20Fitch.jpg,https://commons.wikimedia.org/wiki/File:Val_Fitch.jpg
47,ニコラス・ブルームバーゲン,ブルームバーゲン,ブルームバーゲン,family,物理,現代,1920,2017,yes,男性,アメリカ合衆国/オランダ王国,物故,レーザー分光学の発展への貢献により、1981年ノーベル物理学賞を受賞。,http://commons.wikimedia.org/wiki/Special:FilePath/Nicolaas%20Bloembergen%201981.jpg,https://commons.wikimedia.org/wiki/File:Nicolaas_Bloembergen_1981.jpg
47,ニコラス・ブルームバーゲン,ニコラス・ブルームバーゲン,ニコラス・ブルームバーゲン,full,物理,現代,1920,2017,yes,男性,アメリカ合衆国/オランダ王国,物故,レーザー分光学の発展への貢献により、1981年ノーベル物理学賞を受賞。,http://commons.wikimedia.org/wiki/Special:FilePath/Nicolaas%20Bloembergen%201981.jpg,https://commons.wikimedia.org/wiki/File:Nicolaas_Bloembergen_1981.jpg
48,アーサー・ショーロー,ショーロー,ショーロー,family,物理,現代,1921,1999,yes,男性,アメリカ合衆国,物故,レーザー分光学の発展への貢献により、1981年ノーベル物理学賞を受賞。,http://commons.wikimedia.org/wiki/Special:FilePath/Artur%20Schawlow%2C%20Stanford%20University.jpg,https://commons.wikimedia.org/wiki/File:Artur_Schawlow%2C_Stanford_University.jpg
48,アーサー・ショーロー,アーサー・ショーロー,アーサー・ショーロー,full,物理,現代,1921,1999,yes,男性,アメリカ合衆国,物故,レーザー分光学の発展への貢献により、1981年ノーベル物理学賞を受賞。,http://commons.wikimedia.org/wiki/Special:FilePath/Artur%20Schawlow%2C%20Stanford%20University.jpg,https://commons.wikimedia.org/wiki/File:Artur_Schawlow%2C_Stanford_University.jpg
49,ケネス・ウィルソン,ウィルソン,ウィルソン,family,物理,現代,1936,2013,yes,男性,アメリカ合衆国,物故,「相転移に関連した臨界現象に関する研究」により、1982年のノーベル物理学賞を受賞。,http://commons.wikimedia.org/wiki/Special:FilePath/Kenneth%20G.%20Wilson.121.png,https://commons.wikimedia.org/wiki/File:Kenneth_G._Wilson.121.png
49,ケネス・ウィルソン,ケネス・ウィルソン,ケネス・ウィルソン,full,物理,現代,1936,2013,yes,男性,アメリカ合衆国,物故,「相転移に関連した臨界現象に関する研究」により、1982年のノーベル物理学賞を受賞。,http://commons.wikimedia.org/wiki/Special:FilePath/Kenneth%20G.%20Wilson.121.png,https://commons.wikimedia.org/wiki/File:Kenneth_G._Wilson.121.png
50,ウィリアム・ファウラー,ファウラー,ファウラー,family,物理/天文学,現代,1911,1995,yes,男性,アメリカ合衆国,物故,宇宙で元素を生成する核反応の理論的・実験的研究により、1983年ノーベル物理学賞を受賞。,http://commons.wikimedia.org/wiki/Special:FilePath/William%20A.%20Fowler%20Los%20Alamos%20ID.png,https://commons.wikimedia.org/wiki/File:William_A._Fowler_Los_Alamos_ID.png
50,ウィリアム・ファウラー,ウィリアム・ファウラー,ウィリアム・ファウラー,full,物理/天文学,現代,1911,1995,yes,男性,アメリカ合衆国,物故,宇宙で元素を生成する核反応の理論的・実験的研究により、1983年ノーベル物理学賞を受賞。,http://commons.wikimedia.org/wiki/Special:FilePath/William%20A.%20Fowler%20Los%20Alamos%20ID.png,https://commons.wikimedia.org/wiki/File:William_A._Fowler_Los_Alamos_ID.png
51,シモン・ファンデルメール,ファンデルメール,ファンデルメール,family,物理,現代,1925,2011,yes,男性,オランダ王国,物故,1984年度ノーベル物理学賞受賞者。,http://commons.wikimedia.org/wiki/Special:FilePath/Simon%20van%20der%20Meer%20in%20the%20AA%20Control%20Room%20%28cropped%29.jpg,https://commons.wikimedia.org/wiki/File:Simon_van_der_Meer_in_the_AA_Control_Room_%28cropped%29.jpg
51,シモン・ファンデルメール,シモン・ファンデルメール,シモン・ファンデルメール,full,物理,現代,1925,2011,yes,男性,オランダ王国,物故,1984年度ノーベル物理学賞受賞者。,http://commons.wikimedia.org/wiki/Special:FilePath/Simon%20van%20der%20Meer%20in%20the%20AA%20Control%20Room%20%28cropped%29.jpg,https://commons.wikimedia.org/wiki/File:Simon_van_der_Meer_in_the_AA_Control_Room_%28cropped%29.jpg
52,クラウス・フォン・クリッツィング,クリッツィング,クリッツィング,family,物理,現代,1943,NA,yes,男性,ドイツ,存命,電気抵抗の精密標準にもなる量子ホール効果の発見により、1985年ノーベル物理学賞を受賞。,http://commons.wikimedia.org/wiki/Special:FilePath/Klaus%20von%20Klitzing%202015.jpg,https://commons.wikimedia.org/wiki/File:Klaus_von_Klitzing_2015.jpg
52,クラウス・フォン・クリッツィング,クラウス・フォン・クリッツィング,クラウス・フォン・クリッツィング,full,物理,現代,1943,NA,yes,男性,ドイツ,存命,電気抵抗の精密標準にもなる量子ホール効果の発見により、1985年ノーベル物理学賞を受賞。,http://commons.wikimedia.org/wiki/Special:FilePath/Klaus%20von%20Klitzing%202015.jpg,https://commons.wikimedia.org/wiki/File:Klaus_von_Klitzing_2015.jpg
53,ゲルト・ビーニッヒ,ビーニッヒ,ビーニッヒ,family,物理,現代,1947,NA,yes,男性,ドイツ/連合軍軍政期,存命,1986年走査型トンネル顕微鏡の発明の功績により、ハインリッヒ・ローラーとともにノーベル物理学賞を受賞。,http://commons.wikimedia.org/wiki/Special:FilePath/Gerd%20Binnig%20sw.jpg,https://commons.wikimedia.org/wiki/File:Gerd_Binnig_sw.jpg
53,ゲルト・ビーニッヒ,ゲルト・ビーニッヒ,ゲルト・ビーニッヒ,full,物理,現代,1947,NA,yes,男性,ドイツ/連合軍軍政期,存命,1986年走査型トンネル顕微鏡の発明の功績により、ハインリッヒ・ローラーとともにノーベル物理学賞を受賞。,http://commons.wikimedia.org/wiki/Special:FilePath/Gerd%20Binnig%20sw.jpg,https://commons.wikimedia.org/wiki/File:Gerd_Binnig_sw.jpg
55,ヨハネス・ベドノルツ,ベドノルツ,ベドノルツ,family,物理,現代,1950,NA,yes,男性,ドイツ,存命,セラミックス材料における高温超伝導の画期的発見により、1987年ノーベル物理学賞を受賞。,http://commons.wikimedia.org/wiki/Special:FilePath/8th%20Silesian%20Science%20Festival%2C%20Johannes%20Georg%20Bednorz%2C%20KsP%20709%2C%2009.12.2024.jpg,https://commons.wikimedia.org/wiki/File:8th_Silesian_Science_Festival%2C_Johannes_Georg_Bednorz%2C_KsP_709%2C_09.12.2024.jpg
55,ヨハネス・ベドノルツ,ヨハネス・ベドノルツ,ヨハネス・ベドノルツ,full,物理,現代,1950,NA,yes,男性,ドイツ,存命,セラミックス材料における高温超伝導の画期的発見により、1987年ノーベル物理学賞を受賞。,http://commons.wikimedia.org/wiki/Special:FilePath/8th%20Silesian%20Science%20Festival%2C%20Johannes%20Georg%20Bednorz%2C%20KsP%20709%2C%2009.12.2024.jpg,https://commons.wikimedia.org/wiki/File:8th_Silesian_Science_Festival%2C_Johannes_Georg_Bednorz%2C_KsP_709%2C_09.12.2024.jpg
56,カール・アレクサンダー・ミュラー,ミュラー,ミュラー,family,物理,現代,1927,2023,yes,男性,スイス,物故,ヨハネス・ベドノルツとともに超伝導現象をより高い温度領域で示す酸化物材料を発見した。1987年にノーベル物理学賞を受賞。,http://commons.wikimedia.org/wiki/Special:FilePath/Karl%20Alexander%20Mueller.jpg,https://commons.wikimedia.org/wiki/File:Karl_Alexander_Mueller.jpg
