id,original,surface,pronunciation,type,category,org,debut_year,status,image,image_page,wikidata,channel,description,subscribers,subscribers_as_of,image_credit,image_usage,image_terms_page,scope,channel_shared
886,ピンキーポップヘップバーン,ピンキーポップヘップバーン,ピンキーポップヘップバーン,full,vtuber,NA,2018,former,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_5fd45a1657.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_5fd45a1657.svg,Q101825401,Pinky Pop Hepburn Official,オリジナル曲を発表し、アルバム『P-POP』をリリースしたVTuber。,156000,2026-08-18,,,,japan,NA
887,ピーナッツくん,ピーナッツくん,ピーナッツクン,full,vtuber,NA,2017,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_c136c345ec.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_c136c345ec.svg,Q63413741,ピーナッツくん!オシャレになりたい!,ラッパー、ゆるキャラ。,524000,2026-08-18,,,,unknown,NA
888,フワワ・アビスガード,アビスガード,アビスガード,family,vtuber,フワモコ/ホロライブEnglish,2023,current,https://hololive.hololivepro.com/wp-content/uploads/2021/07/Fuwawa-Abyssgard_pr-img_01.webp,https://hololive.hololivepro.com/talents/fuwawa-abyssgard/,Q124353054,FUWAMOCO Ch. hololive-EN,双子の妹モココと活動する、魔界の番犬という設定のVTuber。,1360000,2026-08-18,ホロライブプロダクション公式立ち絵 © COVER,noncommercial_fanwork,https://hololivepro.com/terms/,global,no
888,フワワ・アビスガード,フワワ,フワワ,given,vtuber,フワモコ/ホロライブEnglish,2023,current,https://hololive.hololivepro.com/wp-content/uploads/2021/07/Fuwawa-Abyssgard_pr-img_01.webp,https://hololive.hololivepro.com/talents/fuwawa-abyssgard/,Q124353054,FUWAMOCO Ch. hololive-EN,双子の妹モココと活動する、魔界の番犬という設定のVTuber。,1360000,2026-08-18,ホロライブプロダクション公式立ち絵 © COVER,noncommercial_fanwork,https://hololivepro.com/terms/,global,no
888,フワワ・アビスガード,フワワ・アビスガード,フワワ・アビスガード,full,vtuber,フワモコ/ホロライブEnglish,2023,current,https://hololive.hololivepro.com/wp-content/uploads/2021/07/Fuwawa-Abyssgard_pr-img_01.webp,https://hololive.hololivepro.com/talents/fuwawa-abyssgard/,Q124353054,FUWAMOCO Ch. hololive-EN,双子の妹モココと活動する、魔界の番犬という設定のVTuber。,1360000,2026-08-18,ホロライブプロダクション公式立ち絵 © COVER,noncommercial_fanwork,https://hololivepro.com/terms/,global,no
890,ヘアピンまみれ,ヘアピンまみれ,ヘアピンマミレ,full,vtuber,NA,2021,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_f5cae156c8.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_f5cae156c8.svg,Q139782348,ヘアピンまみれ Hairpin Mamire,工作、自然採取、料理、実験、実写映像、バーチャル表現を組み合わせた動画投稿を行っている。,292000,2026-08-18,,,,unknown,NA
891,ベスティア・ゼータ,ゼータ,ゼータ,family,vtuber,ホロライブインドネシア,2022,current,https://hololive.hololivepro.com/wp-content/uploads/2020/07/Vestia-Zeta_pr-img_01.webp,https://hololive.hololivepro.com/talents/vestia-zeta/,Q111359676,Vestia Zeta Ch. hololive-ID,コードネーム「V.7」を持ち、仮想世界へ潜入するエージェントという設定のVTuber。,1040000,2026-08-18,ホロライブプロダクション公式立ち絵 © COVER,noncommercial_fanwork,https://hololivepro.com/terms/,global,NA
891,ベスティア・ゼータ,ベスティア,ベスティア,given,vtuber,ホロライブインドネシア,2022,current,https://hololive.hololivepro.com/wp-content/uploads/2020/07/Vestia-Zeta_pr-img_01.webp,https://hololive.hololivepro.com/talents/vestia-zeta/,Q111359676,Vestia Zeta Ch. hololive-ID,コードネーム「V.7」を持ち、仮想世界へ潜入するエージェントという設定のVTuber。,1040000,2026-08-18,ホロライブプロダクション公式立ち絵 © COVER,noncommercial_fanwork,https://hololivepro.com/terms/,global,NA
891,ベスティア・ゼータ,ベスティア・ゼータ,ベスティア・ゼータ,full,vtuber,ホロライブインドネシア,2022,current,https://hololive.hololivepro.com/wp-content/uploads/2020/07/Vestia-Zeta_pr-img_01.webp,https://hololive.hololivepro.com/talents/vestia-zeta/,Q111359676,Vestia Zeta Ch. hololive-ID,コードネーム「V.7」を持ち、仮想世界へ潜入するエージェントという設定のVTuber。,1040000,2026-08-18,ホロライブプロダクション公式立ち絵 © COVER,noncommercial_fanwork,https://hololivepro.com/terms/,global,NA
892,ポキメイン,ポキメイン,ポキメイン,full,vtuber,NA,2013,current,http://commons.wikimedia.org/wiki/Special:FilePath/Pokimane_at_the_Creator_Economy_Caucus_launch%2C_2025_%28cropped%29_3.jpg,https://commons.wikimedia.org/wiki/File:Pokimane_at_the_Creator_Economy_Caucus_launch%2C_2025_%28cropped%29_3.jpg,Q55956238,Pokimane,Pokimaneはモロッコ系カナダ人のTwitchストリーマー、YouTuberである。,6580000,2026-08-18,,,,global,NA
893,ポポナ,ポポナ,ポポナ,full,vtuber,NA,2018,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_20014f6780.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_20014f6780.svg,Q130732702,ポポナ🕊💙【配信活動終了】,セガのバーチャルYouTuber兼広報キャラクター。,42500,2026-08-18,,,,unknown,no
894,ミライアカリ,ミライアカリ,ミライアカリ,full,vtuber,NA,2017,former,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_912df24d04.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_912df24d04.svg,Q55534368,Mirai Akari Project,その活動領域は動画コンテンツ内に留まらず、歌やダンスでのイベント出演や、タレントとしてTVや企業CMにも多数出演。,646000,2026-08-18,,,,unknown,NA
895,モココ・アビスガード,アビスガード,アビスガード,family,vtuber,フワモコ/ホロライブEnglish,2023,current,https://hololive.hololivepro.com/wp-content/uploads/2021/07/Mococo-Abyssgard_pr-img_01.webp,https://hololive.hololivepro.com/talents/mococo-abyssgard/,Q124353047,FUWAMOCO Ch. hololive-EN,双子の姉フワワと活動する、アニメやゲームが好きな魔界の番犬のVTuber。,1360000,2026-08-18,ホロライブプロダクション公式立ち絵 © COVER,noncommercial_fanwork,https://hololivepro.com/terms/,global,no
895,モココ・アビスガード,モココ,モココ,given,vtuber,フワモコ/ホロライブEnglish,2023,current,https://hololive.hololivepro.com/wp-content/uploads/2021/07/Mococo-Abyssgard_pr-img_01.webp,https://hololive.hololivepro.com/talents/mococo-abyssgard/,Q124353047,FUWAMOCO Ch. hololive-EN,双子の姉フワワと活動する、アニメやゲームが好きな魔界の番犬のVTuber。,1360000,2026-08-18,ホロライブプロダクション公式立ち絵 © COVER,noncommercial_fanwork,https://hololivepro.com/terms/,global,no
895,モココ・アビスガード,モココ・アビスガード,モココ・アビスガード,full,vtuber,フワモコ/ホロライブEnglish,2023,current,https://hololive.hololivepro.com/wp-content/uploads/2021/07/Mococo-Abyssgard_pr-img_01.webp,https://hololive.hololivepro.com/talents/mococo-abyssgard/,Q124353047,FUWAMOCO Ch. hololive-EN,双子の姉フワワと活動する、アニメやゲームが好きな魔界の番犬のVTuber。,1360000,2026-08-18,ホロライブプロダクション公式立ち絵 © COVER,noncommercial_fanwork,https://hololivepro.com/terms/,global,no
896,ヤミクモケリン,ヤミクモケリン,ヤミクモケリン,full,vtuber,NA,2018,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_274253eb56.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_274253eb56.svg,Q84581412,ケリン,ダークエルフの青年が仲間と村おこしをする、ブラックコメディアニメの主人公。,124000,2026-08-18,,,,unknown,NA
897,ラプラス・ダークネス,ダークネス,ダークネス,family,vtuber,ホロライブ/ホロライブ6期生,2021,current,https://hololive.hololivepro.com/wp-content/uploads/2020/07/La-Darknesss_pr-img_01.png,https://hololive.hololivepro.com/talents/la-darknesss/,Q109742973,Laplus ch. ラプラス・ダークネス - holoX -,ホロライブの6期生「秘密結社holoX」のメンバー（総帥）。,1570000,2026-08-18,ホロライブプロダクション公式立ち絵 © COVER,noncommercial_fanwork,https://hololivepro.com/terms/,japan,NA
897,ラプラス・ダークネス,ラプラス,ラプラス,given,vtuber,ホロライブ/ホロライブ6期生,2021,current,https://hololive.hololivepro.com/wp-content/uploads/2020/07/La-Darknesss_pr-img_01.png,https://hololive.hololivepro.com/talents/la-darknesss/,Q109742973,Laplus ch. ラプラス・ダークネス - holoX -,ホロライブの6期生「秘密結社holoX」のメンバー（総帥）。,1570000,2026-08-18,ホロライブプロダクション公式立ち絵 © COVER,noncommercial_fanwork,https://hololivepro.com/terms/,japan,NA
897,ラプラス・ダークネス,ラプラス・ダークネス,ラプラス・ダークネス,full,vtuber,ホロライブ/ホロライブ6期生,2021,current,https://hololive.hololivepro.com/wp-content/uploads/2020/07/La-Darknesss_pr-img_01.png,https://hololive.hololivepro.com/talents/la-darknesss/,Q109742973,Laplus ch. ラプラス・ダークネス - holoX -,ホロライブの6期生「秘密結社holoX」のメンバー（総帥）。,1570000,2026-08-18,ホロライブプロダクション公式立ち絵 © COVER,noncommercial_fanwork,https://hololivepro.com/terms/,japan,NA
898,リゼ・ヘルエスタ,ヘルエスタ,ヘルエスタ,family,vtuber,にじさんじ,2019,current,https://images.microcms-assets.io/assets/5694fd90407444338a64d654e407cc0e/3a5c1ac881fd4ae2875089edecfa407c/liver-full-body_Lize_Helesta.png,https://www.nijisanji.jp/talents/l/lize-helesta,Q85874553,リゼ・ヘルエスタ -Lize Helesta-,ヘルエスタ王国の第二皇女という設定で、人との交流を大切にするライバー。,1020000,2026-08-18,にじさんじ公式立ち絵 © ANYCOLOR,noncommercial_fanwork,https://www.anycolor.co.jp/guidelines/,japan,NA
898,リゼ・ヘルエスタ,リゼ,リゼ,given,vtuber,にじさんじ,2019,current,https://images.microcms-assets.io/assets/5694fd90407444338a64d654e407cc0e/3a5c1ac881fd4ae2875089edecfa407c/liver-full-body_Lize_Helesta.png,https://www.nijisanji.jp/talents/l/lize-helesta,Q85874553,リゼ・ヘルエスタ -Lize Helesta-,ヘルエスタ王国の第二皇女という設定で、人との交流を大切にするライバー。,1020000,2026-08-18,にじさんじ公式立ち絵 © ANYCOLOR,noncommercial_fanwork,https://www.anycolor.co.jp/guidelines/,japan,NA
898,リゼ・ヘルエスタ,リゼ・ヘルエスタ,リゼ・ヘルエスタ,full,vtuber,にじさんじ,2019,current,https://images.microcms-assets.io/assets/5694fd90407444338a64d654e407cc0e/3a5c1ac881fd4ae2875089edecfa407c/liver-full-body_Lize_Helesta.png,https://www.nijisanji.jp/talents/l/lize-helesta,Q85874553,リゼ・ヘルエスタ -Lize Helesta-,ヘルエスタ王国の第二皇女という設定で、人との交流を大切にするライバー。,1020000,2026-08-18,にじさんじ公式立ち絵 © ANYCOLOR,noncommercial_fanwork,https://www.anycolor.co.jp/guidelines/,japan,NA
899,リロ氏,リロ氏,リロシ,full,vtuber,NA,2018,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_eaffa07764.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_eaffa07764.svg,Q118288335,リロ氏のひとり遊びちゃんねる,猟師、ブロガー、バーチャルYouTuberである。,743000,2026-08-18,,,,japan,NA
900,ルンルン,ルンルン,ルンルン,full,vtuber,にじさんじ,2024,current,https://images.microcms-assets.io/assets/5694fd90407444338a64d654e407cc0e/daa256b75a764c38a3d2a9d4d3be68dd/liver-full-body_Lunlun.png,https://www.nijisanji.jp/talents/l/lunlun,Q126967186,ルンルン / Lunlun【にじさんじ】,活動では雑談、ゲーム実況、音楽（ラップ）、朗読などをYouTubeに生配信ないし動画投稿している。,916000,2026-08-18,にじさんじ公式立ち絵 © ANYCOLOR,noncommercial_fanwork,https://www.anycolor.co.jp/guidelines/,japan,NA
901,ロボ子さん,ロボ子さん,ロボコサン,full,vtuber,カバー株式会社/ホロライブプロダクション,2018,current,https://hololive.hololivepro.com/wp-content/uploads/2020/06/Robocosan_pr-img_01.webp,https://hololive.hololivepro.com/talents/roboco-san/,Q85327516,Roboco Ch. - ロボ子,ゲーム好きで感情豊かな歌声を持つ、自称高性能なロボットのVTuber。,1170000,2026-08-18,ホロライブプロダクション公式立ち絵 © COVER,noncommercial_fanwork,https://hololivepro.com/terms/,japan,NA
902,ワトソン・アメリア,アメリア,アメリア,family,vtuber,hololive English -Myth-,2020,former,https://hololive.hololivepro.com/wp-content/uploads/2020/07/Watson-Amelia_pr-img_01.png,https://hololive.hololivepro.com/talents/watson-amelia/,Q107120130,Watson Amelia Ch. hololive-EN,英語圏向けグループ「ホロライブEnglish」内のユニット「Myth」の一員として2020年9月13日に配信デビュー。,1740000,2026-08-18,ホロライブプロダクション公式立ち絵 © COVER,noncommercial_fanwork,https://hololivepro.com/terms/,global,NA
902,ワトソン・アメリア,ワトソン,ワトソン,given,vtuber,hololive English -Myth-,2020,former,https://hololive.hololivepro.com/wp-content/uploads/2020/07/Watson-Amelia_pr-img_01.png,https://hololive.hololivepro.com/talents/watson-amelia/,Q107120130,Watson Amelia Ch. hololive-EN,英語圏向けグループ「ホロライブEnglish」内のユニット「Myth」の一員として2020年9月13日に配信デビュー。,1740000,2026-08-18,ホロライブプロダクション公式立ち絵 © COVER,noncommercial_fanwork,https://hololivepro.com/terms/,global,NA
902,ワトソン・アメリア,ワトソン・アメリア,ワトソン・アメリア,full,vtuber,hololive English -Myth-,2020,former,https://hololive.hololivepro.com/wp-content/uploads/2020/07/Watson-Amelia_pr-img_01.png,https://hololive.hololivepro.com/talents/watson-amelia/,Q107120130,Watson Amelia Ch. hololive-EN,英語圏向けグループ「ホロライブEnglish」内のユニット「Myth」の一員として2020年9月13日に配信デビュー。,1740000,2026-08-18,ホロライブプロダクション公式立ち絵 © COVER,noncommercial_fanwork,https://hololivepro.com/terms/,global,NA
903,ヰ世界情緒,ヰ世界情緒,イセカイジョウチョ,full,vtuber,V.W.P,2019,current,https://kamitsubaki.jp/wp-content/uploads/2020/09/221b6b4b1d9a1b1fb454b25cc05e2b1e-scaled.jpg,https://kamitsubaki.jp/artist/isekaijoucho/,Q107352036,ヰ世界情緒 -Isekaijoucho-,日本の歌手、バーチャルシンガー、声優。,520000,2026-08-18,ヰ世界情緒 / V.W.P,noncommercial_fanwork,https://kamitsubaki.jp/guidelines/,japan,NA
904,ヴィーナス・アンジェリック,アンジェリック,アンジェリック,family,vtuber,NA,2010,current,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/youtuber/yt_0be90aae31.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/youtuber/yt_0be90aae31.svg,Q16240088,Venus Angelic Official,メイクやスキンケア、ヘアアレンジなど美容をテーマに動画を発信する。,1750000,2026-08-18,,,,global,NA
