id,name,class,vertebrate,order,family,description,wikidata,scientific_name,aphia_id,jodc_code,image,image_page,image_group
79,ブリ,魚類,脊椎動物,アジ目,アジ科,成長に伴い呼び名が変わる魚で沿岸を回遊しイワシなどの群れを追う。,Q1202973,Seriola quinqueradiata,276651,92032724030100,https://upload.wikimedia.org/wikipedia/commons/a/a9/Seriola_quinqueradiata_(200810).jpg,https://commons.wikimedia.org/wiki/File:Seriola%20quinqueradiata%20(200810).jpg,魚類
80,カンパチ,魚類,脊椎動物,アジ目,アジ科,目を通る斜めの暗色帯が八の字に見え暖海の岩礁で魚やイカを食べる。,Q575704,Seriola dumerili,126816,92032724030300,https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Seriola_dumerili_-_Sanc2431.jpg/960px-Seriola_dumerili_-_Sanc2431.jpg,https://commons.wikimedia.org/wiki/File:Seriola%20dumerili%20-%20Sanc2431.jpg,魚類
81,ヒラマサ,魚類,脊椎動物,アジ目,アジ科,上顎後端が目の中央下まで届き細長い体で沖合の小魚を高速で追う。,Q2157453,Seriola lalandi,218436,92032724030200,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d2/Kingfish.jpg/960px-Kingfish.jpg,https://commons.wikimedia.org/wiki/File:Kingfish.jpg,魚類
82,マイワシ,魚類,脊椎動物,ニシン目,ニシン科,体側に黒い斑点列があり大群で沿岸を回遊してプランクトンを食べる。,Q2069084,Sardinops sagax,217452,92030201040100,,,魚類
83,カタクチイワシ,魚類,脊椎動物,ニシン目,カタクチイワシ科,上顎より下顎が前へ出た大きな口で沿岸のプランクトンをこし取る。,Q516676,Engraulis japonicus,219984,92030202010100,https://upload.wikimedia.org/wikipedia/commons/thumb/6/68/Engraulis_japonicus_01.JPG/960px-Engraulis_japonicus_01.JPG,https://commons.wikimedia.org/wiki/File:Engraulis%20japonicus%2001.JPG,魚類
84,ウルメイワシ,魚類,脊椎動物,ニシン目,ウルメイワシ科,脂瞼に覆われた大きな目を持ち外洋で動物プランクトンを食べる。,Q3437726,Etrumeus sadina,584793,92030201020100,,,魚類
85,ニシン,魚類,脊椎動物,ニシン目,ニシン科,春に沿岸の海藻へ粘着性の卵を産み北太平洋の冷水域を群泳する。,,Clupea pallasii,151159,92030201080100,,,魚類
86,サンマ,魚類,脊椎動物,ダツ目,サンマ科,細長い体とくちばし状の口を持ち秋に日本近海を南下して小動物を食べる。,Q1195079,Cololabis saira,280366,92031202010100,,,魚類
87,トビウオ,魚類,脊椎動物,ダツ目,トビウオ科,大きな胸びれを翼のように広げ尾びれで加速して海面上を滑空する。,,,,,,,魚類
88,マサバ,魚類,脊椎動物,サバ目,サバ科,背面の波状模様と腹面の銀白色が特徴で沿岸を群れで回遊する。,Q815837,Scomber japonicus,127022,92033101010100,,,魚類
89,ゴマサバ,魚類,脊椎動物,サバ目,サバ科,腹側に小さな黒点が散り暖流域で小魚や動物プランクトンを食べる。,Q1194328,Scomber australasicus,219715,92033101010200,,,魚類
90,タチウオ,魚類,脊椎動物,サバ目,タチウオ科,銀白色の帯状の体を立てるように泳ぎ夜間は浅層へ上がって小魚を狙う。,Q1139971,Trichiurus lepturus,127089,92033103070100,,,魚類
91,マダイ,魚類,脊椎動物,タイ目,タイ科,赤い体に青い小斑点が散り丈夫な臼歯で甲殻類や貝類を砕く。,Q1196387,Pagrus major,273976,92032745040100,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b9/Pagrus_major_Red_seabream_ja01.jpg/960px-Pagrus_major_Red_seabream_ja01.jpg,https://commons.wikimedia.org/wiki/File:Pagrus%20major%20Red%20seabream%20ja01.jpg,魚類
92,クロダイ,魚類,脊椎動物,タイ目,タイ科,河口や内湾にも入り若い個体では雄から雌へ性転換するものが多い。,,Acanthopagrus schlegelii,293534,92032745070100,,,魚類
93,キダイ,魚類,脊椎動物,タイ目,タイ科,体が淡い黄赤色で水深のある砂泥底に暮らし甲殻類や多毛類を食べる。,Q3768067,Evynnis tumifrons,398545,92032745010100,https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/Dentex_tumifrons_Kyoto_aquarium_1.jpg/960px-Dentex_tumifrons_Kyoto_aquarium_1.jpg,https://commons.wikimedia.org/wiki/File:Dentex%20tumifrons%20Kyoto%20aquarium%201.jpg,魚類
94,イシダイ,魚類,脊椎動物,スズキ目,イシダイ科,幼魚には黒い横縞があり丈夫なくちばし状の歯でウニや貝を砕く。,Q1058149,Oplegnathus fasciatus,277892,92032753010100,https://upload.wikimedia.org/wikipedia/commons/f/f3/Shimadai.jpg,https://commons.wikimedia.org/wiki/File:Shimadai.jpg,魚類
95,イシガキダイ,魚類,脊椎動物,スズキ目,イシダイ科,全身に黒褐色の斑点が散り岩礁でウニや甲殻類を強い歯で砕く。,Q1842681,Oplegnathus punctatus,277894,92032753010200,https://upload.wikimedia.org/wikipedia/commons/0/09/Ishigakidai070926.jpg,https://commons.wikimedia.org/wiki/File:Ishigakidai070926.jpg,魚類
96,スズキ,魚類,脊椎動物,スズキ目,スズキ科,河川の淡水域にも入り成長につれて沿岸へ移動して魚やエビを捕食する。,Q1151311,Lateolabrax japonicus,281275,92032703010100,https://upload.wikimedia.org/wikipedia/commons/thumb/8/87/%E3%82%B9%E3%82%BA%E3%82%AD.jpg/960px-%E3%82%B9%E3%82%BA%E3%82%AD.jpg,https://commons.wikimedia.org/wiki/File:%E3%82%B9%E3%82%BA%E3%82%AD.jpg,魚類
97,ヒラスズキ,魚類,脊椎動物,スズキ目,スズキ科,銀白色の体と大きな尾びれを持ち波の荒い外洋沿岸で小魚を追う。,Q1920847,Lateolabrax latus,281276,92032703010200,https://upload.wikimedia.org/wikipedia/commons/thumb/4/42/Lateolabrax_latus_Katsurahama2.jpg/960px-Lateolabrax_latus_Katsurahama2.jpg,https://commons.wikimedia.org/wiki/File:Lateolabrax%20latus%20Katsurahama2.jpg,魚類
98,クエ,魚類,脊椎動物,スズキ目,ハタ科,暗褐色の大きな体を岩礁の穴に潜め夜間に魚やイセエビを捕食する。,Q707049,Epinephelus bruneus,273840,92032705083600,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Epinephelus_bruneus_tokai.jpg/960px-Epinephelus_bruneus_tokai.jpg,https://commons.wikimedia.org/wiki/File:Epinephelus%20bruneus%20tokai.jpg,魚類
99,キジハタ,魚類,脊椎動物,スズキ目,ハタ科,橙赤色の体に黄色い斑点が散り暖海の岩礁や藻場で小魚を狙う。,Q703903,Epinephelus akaara,273833,92032705081300,https://upload.wikimedia.org/wikipedia/commons/thumb/d/db/Epinephelus_akaara_Toba.jpg/960px-Epinephelus_akaara_Toba.jpg,https://commons.wikimedia.org/wiki/File:Epinephelus%20akaara%20Toba.jpg,魚類
100,アカハタ,魚類,脊椎動物,スズキ目,ハタ科,赤い体に白い小斑点が散りサンゴ礁の岩陰から甲殻類や魚を襲う。,Q2281131,Epinephelus fasciatus,218207,92032705081100,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f4/Epinephelus_fasciatus_Umitamago.jpg/960px-Epinephelus_fasciatus_Umitamago.jpg,https://commons.wikimedia.org/wiki/File:Epinephelus%20fasciatus%20Umitamago.jpg,魚類
101,マハタ,魚類,脊椎動物,スズキ目,ハタ科,褐色の体に不規則な斑紋があり岩礁の穴を根城に魚や甲殻類を捕食する。,Q3760797,Hyporthodus septemfasciatus,475102,92032705083700,,,魚類
102,メバル,魚類,脊椎動物,スズキ目,メバル科,大きな目と張り出した腹を持ち岩礁や藻場で群れをつくって小魚を食べる。,,Sebastes inermis,274803,92033901010800,,,魚類
103,カサゴ,魚類,脊椎動物,スズキ目,メバル科,頭部と背びれに鋭い棘を持ち岩陰で待ち伏せして小魚や甲殻類を食べる。,Q830466,Sebastiscus marmoratus,282738,92033901020100,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/SebastiscusMarmoratusJI2.jpg/960px-SebastiscusMarmoratusJI2.jpg,https://commons.wikimedia.org/wiki/File:SebastiscusMarmoratusJI2.jpg,魚類
104,ヒラメ,魚類,脊椎動物,カレイ目,ヒラメ科,両眼が体の左側に寄り砂底へ体を隠して小魚や甲殻類を待ち伏せる。,Q1322753,Paralichthys olivaceus,275816,92034102010100,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8c/Paralichthys-olivaceus-Federal-Way-3583.jpg/960px-Paralichthys-olivaceus-Federal-Way-3583.jpg,https://commons.wikimedia.org/wiki/File:Paralichthys-olivaceus-Federal-Way-3583.jpg,魚類
105,マコガレイ,魚類,脊椎動物,カレイ目,カレイ科,両眼が体の右側に寄り内湾の砂泥底で多毛類や小型甲殻類を食べる。,Q1046212,Pseudopleuronectes yokohamae,275360,92034104110600,https://upload.wikimedia.org/wikipedia/commons/thumb/8/86/Shiroshita-karei.jpg/960px-Shiroshita-karei.jpg,https://commons.wikimedia.org/wiki/File:Shiroshita-karei.jpg,魚類
106,ホシガレイ,魚類,脊椎動物,カレイ目,カレイ科,背びれと尻びれに黒い斑紋が並び砂底でゴカイや甲殻類を捕食する。,Q1046241,Verasper variegatus,283142,92034104080100,,,魚類
107,トラフグ,魚類,脊椎動物,フグ目,フグ科,強いくちばし状の歯と体内の毒を持ち沿岸から沖合へ季節的に移動する。,Q1065355,Takifugu rubripes,278428,92034208010400,https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/Takifugu_rubripes_Kamo_aquarium2.jpg/960px-Takifugu_rubripes_Kamo_aquarium2.jpg,https://commons.wikimedia.org/wiki/File:Takifugu%20rubripes%20Kamo%20aquarium2.jpg,魚類
108,クサフグ,魚類,脊椎動物,フグ目,フグ科,砂浜の浅瀬へ大群で押し寄せて産卵し刺激を受けると体を膨らませる。,Q2418053,Takifugu niphobles,278419,92034208010700,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ee/Takifugu_niphobles_Suma.jpg/960px-Takifugu_niphobles_Suma.jpg,https://commons.wikimedia.org/wiki/File:Takifugu%20niphobles%20Suma.jpg,魚類
109,ハリセンボン,魚類,脊椎動物,フグ目,ハリセンボン科,驚くと水を飲んで膨らみ普段は寝ている長い棘を立てて身を守る。,Q1329475,Diodon holocanthus,127402,92034209010100,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/Pez_erizo_de_espinas_largas_(Diodon_holocanthus)%2C_islas_Ad_Dimaniyat%2C_Om%C3%A1n%2C_2024-08-13%2C_DD_48.jpg/960px-Pez_erizo_de_espinas_largas_(Diodon_holocanthus)%2C_islas_Ad_Dimaniyat%2C_Om%C3%A1n%2C_2024-08-13%2C_DD_48.jpg,https://commons.wikimedia.org/wiki/File:Pez%20erizo%20de%20espinas%20largas%20(Diodon%20holocanthus)%2C%20islas%20Ad%20Dimaniyat%2C%20Om%C3%A1n%2C%202024-08-13%2C%20DD%2048.jpg,魚類
110,マンボウ,魚類,脊椎動物,フグ目,マンボウ科,円盤状の大きな体と短い尾を持ち外洋でクラゲなどのゼラチン質動物を食べる。,Q192285,Mola mola,127405,92034210010100,https://upload.wikimedia.org/wikipedia/commons/thumb/9/98/Mola_mola.jpg/960px-Mola_mola.jpg,https://commons.wikimedia.org/wiki/File:Mola%20mola.jpg,魚類
111,チョウチョウウオ,魚類,脊椎動物,スズキ目,チョウチョウウオ科,目を通る黒い帯と黄色い体が目立ちサンゴ礁でサンゴのポリプをついばむ。,Q324044,,,,https://upload.wikimedia.org/wikipedia/commons/thumb/d/da/Oriental_butterflyfish.jpg/960px-Oriental_butterflyfish.jpg,https://commons.wikimedia.org/wiki/File:Oriental%20butterflyfish.jpg,魚類
112,ツノダシ,魚類,脊椎動物,スズキ目,ツノダシ科,非常に長い背びれと白黒黄色の帯模様を持ちサンゴ礁で小動物を食べる。,Q941448,Zanclus cornutus,220083,92033201010100,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/%C3%8Ddolo_moro_(Zanclus_cornutus)%2C_Los_Cabos%2C_Baja_California%2C_M%C3%A9xico%2C_2024-12-17%2C_DD_54.jpg/960px-%C3%8Ddolo_moro_(Zanclus_cornutus)%2C_Los_Cabos%2C_Baja_California%2C_M%C3%A9xico%2C_2024-12-17%2C_DD_54.jpg,https://commons.wikimedia.org/wiki/File:%C3%8Ddolo%20moro%20(Zanclus%20cornutus)%2C%20Los%20Cabos%2C%20Baja%20California%2C%20M%C3%A9xico%2C%202024-12-17%2C%20DD%2054.jpg,魚類
113,ナンヨウハギ,魚類,脊椎動物,スズキ目,ニザダイ科,鮮やかな青い体と黄色い尾を持ちサンゴ礁で藻類をついばんで食べる。,Q278307,Paracanthurus hepatus,219676,92033202030100,https://upload.wikimedia.org/wikipedia/commons/thumb/2/25/Blue_tang_(Paracanthurus_hepatus)_02.jpg/960px-Blue_tang_(Paracanthurus_hepatus)_02.jpg,https://commons.wikimedia.org/wiki/File:Blue%20tang%20(Paracanthurus%20hepatus)%2002.jpg,魚類
114,ハマクマノミ,魚類,脊椎動物,スズキ目,スズメダイ科,目の後ろに一本の白帯があり大型のイソギンチャクと共生して暮らす。,Q74366,Amphiprion frenatus,278394,92032756010200,https://upload.wikimedia.org/wikipedia/commons/f/ff/Tomato_Clownfish.jpg,https://commons.wikimedia.org/wiki/File:Tomato%20Clownfish.jpg,魚類
115,ミズクラゲ,無脊椎動物,無脊椎動物,旗口クラゲ目,ミズクラゲ科,透明な傘に四つの馬蹄形の生殖腺が透け浅い内湾を漂う。,,Aurelia aurita,135306,53030103010100,,,刺胞動物
116,アカクラゲ,無脊椎動物,無脊椎動物,旗口クラゲ目,オキクラゲ科,赤褐色の縞がある傘から長い触手を伸ばし小動物を捕らえる。,,Chrysaora melanaster,287209,53030102010200,,,刺胞動物
117,エチゼンクラゲ,無脊椎動物,無脊椎動物,根口クラゲ目,ビゼンクラゲ科,巨大な傘と太い口腕を持ち東アジアの海を季節的に移動する。,,,,,,,その他無脊椎
118,タコクラゲ,無脊椎動物,無脊椎動物,根口クラゲ目,タコクラゲ科,褐藻と共生する丸い傘を持ち暖かな浅海で上下に泳ぐ。,,Mastigias papua,220485,53030203010100,,,刺胞動物
119,カツオノエボシ,無脊椎動物,無脊椎動物,クダクラゲ目,カツオノエボシ科,青い浮き袋を海面に出し長い刺胞触手で魚を捕らえる群体。,,,,,,,その他無脊椎
120,アンドンクラゲ,無脊椎動物,無脊椎動物,アンドンクラゲ目,アンドンクラゲ科,箱形の傘の四隅から触手を伸ばし夏の沿岸に現れる。,,,,,,,その他無脊椎
121,ウミサボテン,無脊椎動物,無脊椎動物,ウミエラ目,ウミサボテン科,砂泥底に埋まる群体で夜に伸びて羽毛状のポリプを開く。,,,,,,,その他無脊椎
122,ウミエラ,無脊椎動物,無脊椎動物,ウミエラ目,ウミエラ科,羽根状の群体を砂泥底に立て流れてくる微粒子を捕らえる。,,,,,,,その他無脊椎
123,ウメボシイソギンチャク,無脊椎動物,無脊椎動物,イソギンチャク目,ウメボシイソギンチャク科,暗赤色の体を岩陰に密集させ干潮時には触手を縮めて乾燥を防ぐ。,,,,,,,その他無脊椎
124,センジュイソギンチャク,無脊椎動物,無脊椎動物,イソギンチャク目,ハタゴイソギンチャク科,大きな口盤に多数の触手を広げクマノミ類と共生する。,,,,,,,その他無脊椎
125,アカサンゴ,無脊椎動物,無脊椎動物,ウミトサカ目,サンゴ科,硬い赤色骨格を枝状に伸ばし深い岩礁で小動物を捕らえる。,,,,,,,その他無脊椎
126,ミドリイシ,無脊椎動物,無脊椎動物,イシサンゴ目,ミドリイシ科,浅いサンゴ礁で枝状や卓状の群体を作り褐虫藻と共生する。,,,,,,,その他無脊椎
127,マダコ,無脊椎動物,無脊椎動物,タコ目,マダコ科,岩礁や砂地に潜み甲殻類や貝を腕で捕らえ硬い殻を砕く。,,,,,,,その他無脊椎
128,ミズダコ,無脊椎動物,無脊椎動物,タコ目,マダコ科,寒冷な北太平洋にすみ腕を広げると数メートルに達する大型のタコ。,,,,,,,その他無脊椎
129,イイダコ,無脊椎動物,無脊椎動物,タコ目,マダコ科,内湾の砂泥底で二枚貝や甲殻類を食べ貝殻にもぐって身を守る。,,,,,,,その他無脊椎
130,テナガダコ,無脊椎動物,無脊椎動物,タコ目,マダコ科,胴より著しく長い腕を持ち浅い砂泥底に潜って小動物を探す。,,,,,,,その他無脊椎
131,アオリイカ,無脊椎動物,無脊椎動物,ツツイカ目,ヤリイカ科,楕円形のひれを胴の全長に広げ沿岸の藻場で魚や甲殻類を捕る。,,,,,,,その他無脊椎
132,ヤリイカ,無脊椎動物,無脊椎動物,ツツイカ目,ヤリイカ科,細長い胴と槍形のひれを持ち沿岸から沖合で小魚を追う。,,,,,,,その他無脊椎
133,スルメイカ,無脊椎動物,無脊椎動物,ツツイカ目,アカイカ科,日本周辺を季節回遊し群れで小魚や甲殻類を捕らえる。,,,,,,,その他無脊椎
134,コウイカ,無脊椎動物,無脊椎動物,コウイカ目,コウイカ科,石灰質の甲を胴内に持ち体色を変えながら海底近くを泳ぐ。,,,,,,,その他無脊椎
135,ダイオウイカ,無脊椎動物,無脊椎動物,ツツイカ目,ダイオウイカ科,深海にすむ巨大なイカで二本の長い触腕に吸盤が並ぶ。,,,,,,,その他無脊椎
136,オウムガイ,無脊椎動物,無脊椎動物,オウムガイ目,オウムガイ科,多数の気室を備えた殻で浮力を調節し夜に浅層へ上がる。,,,,,,,その他無脊椎
137,アワビ,無脊椎動物,無脊椎動物,古腹足目,ミミガイ科,岩礁に強い足で付着し歯舌で岩表面の海藻を削り取る。,,,,,,,その他無脊椎
138,サザエ,無脊椎動物,無脊椎動物,古腹足目,リュウテン科,とげのある巻貝で岩礁を歩きながら付着藻類を歯舌で食べる。,,,,,,,その他無脊椎
139,ホタテガイ,無脊椎動物,無脊椎動物,イタヤガイ目,イタヤガイ科,扇形の殻を開閉して泳ぎ海水から植物プランクトンを濾し取る。,,,,,,,その他無脊椎
140,マガキ,無脊椎動物,無脊椎動物,カキ目,イタボガキ科,不規則な殻で岩などに固着し鰓で海水中の微粒子を濾し取る。,,,,,,,その他無脊椎
141,アサリ,無脊椎動物,無脊椎動物,マルスダレガイ目,マルスダレガイ科,浅い砂泥底に潜り二本の水管を伸ばして微細な餌を濾し取る。,,Ruditapes philippinarum,231750,69110102010100,,,軟体動物
142,ハマグリ,無脊椎動物,無脊椎動物,マルスダレガイ目,マルスダレガイ科,内湾の砂地に潜り丸みのある厚い殻から水管を伸ばす。,,,,,,,その他無脊椎
